0.5     2.23    0.7822218479384702      5.795469889352146   0.7361780057774358
0.5     2.45    0.7816881729273957	    5.5917431810032605	0.7370741534498811
0.5     3       0.7812406791456417	    5.232982328851772	0.7391411180896597
0.5     3.74    0.7770519276721106	    4.688626695018427	0.7387921773132768
0.5     4.58    0.7668081680284522	    4.34164474059776	0.7310489976680687
0.5     5.53    0.7705611674112113	    5.132516869752963	0.7292396211510621
0.5     6.68    0.7732639685253274	    5.653145164870138	0.7282791045915591
0.5     8       0.7774623586119975	    6.349039566780888	0.7275768451342473
0.5     9       0.776313038316929	    6.592856797357919	0.724728849467205
0.5     10      0.7759991119051848	    6.727799496341843	0.7234725216474556
0.5625  2.23    0.7795780074597108      4.958065362518941   0.7394145038698603
0.5625  2.45    0.7794092166300001	4.807839927520289	0.7402984726209481
0.5625  3       0.7773993980756361	4.46854865139792	0.7406777617293211
0.5625  3.74    0.7744326383968451	4.059565945209833	0.7405946483115983
0.5625  4.58    0.7638591054056472	3.750271889429714	0.7322601884417996
0.5625  5.53    0.7689447251323278	4.478218210550893	0.7322145845825453
0.5625  6.68    0.7720825690770305	4.92756202010095	0.7321850569527847
0.5625  8       0.7750274179700188	5.472749970652316	0.7312929762496624
0.5625  9       0.7747264393666227	5.7160618844650415	0.729290921099801
0.5625  10      0.7745559901187633	5.835713330318073	0.7282841048757055
